RefSeq_ID	Entrez_Gene_ID	Symbol	Probe_Id	Chromosome	Probe_Coordinates	Definition
NM_032160.2	92126	DSEL	ILMN_2167915	18	65173901-65173950	Homo sapiens dermatan sulfate epimerase-like (DSEL), mRNA.
NM_020315.4	57026	PDXP	ILMN_1736441	22	36392700-36392749	Homo sapiens pyridoxal (pyridoxine, vitamin B6) phosphatase (PDXP), mRNA.
NM_001615.3	72	ACTG2	ILMN_1795325	2	74000212-74000261	Homo sapiens actin, gamma 2, smooth muscle, enteric (ACTG2), mRNA.
NM_172362.1	3756	KCNH1	ILMN_1745529	1	209258772-209258821	Homo sapiens potassium voltage-gated channel, subfamily H (eag-related), member 1 (KCNH1), transcript variant 1, mRNA.
NM_020935.1	57695	USP37	ILMN_1686319	2	219023420-219023469	Homo sapiens ubiquitin specific peptidase 37 (USP37), mRNA.
NM_017934.4	55023	PHIP	ILMN_1788689	6	79707207-79707256	Homo sapiens pleckstrin homology domain interacting protein (PHIP), mRNA.
NM_003423.2	7594	ZNF43	ILMN_2178201	19	21987974-21988023	Homo sapiens zinc finger protein 43 (ZNF43), mRNA.
NM_000418.2	3566	IL4R	ILMN_1652185	16	27283393-27283442	Homo sapiens interleukin 4 receptor (IL4R), transcript variant 1, mRNA.
NM_000723.3	782	CACNB1	ILMN_2240923	17	37329990-37330039	Homo sapiens calcium channel, voltage-dependent, beta 1 subunit (CACNB1), transcript variant 1, mRNA.
NM_024553.2	55610	CCDC132	ILMN_2360362	7	92725634-92725640:92726798-92726840	Homo sapiens coiled-coil domain containing 132 (CCDC132), transcript variant 2, mRNA.
NM_024553.2	55610	CCDC132	ILMN_1746417	7	92743559-92743595:92743596-92743608	Homo sapiens coiled-coil domain containing 132 (CCDC132), transcript variant 2, mRNA.
NM_024747.4	79803	HPS6	ILMN_1718537	10	103817579-103817628	Homo sapiens Hermansky-Pudlak syndrome 6 (HPS6), mRNA.
NM_003395.1	7483	WNT9A	ILMN_1766729	1	226175588-226175637	Homo sapiens wingless-type MMTV integration site family, member 9A (WNT9A), mRNA.
NM_007208.2	11222	MRPL3	ILMN_2230592	3	132663863-132663912	Homo sapiens mitochondrial ribosomal protein L3 (MRPL3), nuclear gene encoding mitochondrial protein, mRNA.
NM_024641.2	79694	MANEA	ILMN_2269092	6	96057207-96057256	Homo sapiens mannosidase, endo-alpha (MANEA), mRNA.
NM_024641.2	79694	MANEA	ILMN_1734702	6	96034843-96034859:96044613-96044645	Homo sapiens mannosidase, endo-alpha (MANEA), mRNA.
NM_018127.5	60528	ELAC2	ILMN_1718044	17	12836722-12836771	Homo sapiens elaC homolog 2 (E. coli) (ELAC2), mRNA.
NM_003646.3	8525	DGKZ	ILMN_1757143	11	46325888-46325937	Homo sapiens diacylglycerol kinase, zeta 104kDa (DGKZ), transcript variant 2, mRNA.
NM_182684.1	80761	UPK3B	ILMN_2353276	7	75978966-75979015	Homo sapiens uroplakin 3B (UPK3B), transcript variant 2, mRNA.
NM_182684.1	80761	UPK3B	ILMN_2264177	7	75980366-75980415	Homo sapiens uroplakin 3B (UPK3B), transcript variant 2, mRNA.
NM_184231.1	51517	NCKIPSD	ILMN_1736623	3	48711372-48711421	Homo sapiens NCK interacting protein with SH3 domain (NCKIPSD), transcript variant 2, mRNA.
NM_012418.1	25794	FSCN2	ILMN_1713247			Homo sapiens fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus) (FSCN2), mRNA.
NM_198708.1	374875	HSD11B1L	ILMN_1708987	19	5639274-5639323	Homo sapiens hydroxysteroid (11-beta) dehydrogenase 1-like (HSD11B1L), transcript variant d, mRNA.
NM_138783.2	115950	ZNF653	ILMN_1696276	19	11594276-11594325	Homo sapiens zinc finger protein 653 (ZNF653), mRNA.
NM_178558.3	340252	ZNF680	ILMN_1730888	7	63617876-63617925	Homo sapiens zinc finger protein 680 (ZNF680), mRNA.
NM_033272.2	90134	KCNH7	ILMN_1788664	2	163236426-163236475	Homo sapiens potassium voltage-gated channel, subfamily H (eag-related), member 7 (KCNH7), transcript variant 1, mRNA.
NM_001098.2	50	ACO2	ILMN_1654861	22	40253345-40253370:40253851-40253874	Homo sapiens aconitase 2, mitochondrial (ACO2), nuclear gene encoding mitochondrial protein, mRNA.
NM_153710.3	169436	C9orf96	ILMN_1745713	9	135260931-135260980	Homo sapiens chromosome 9 open reading frame 96 (C9orf96), mRNA.
NM_001005731.1	3691	ITGB4	ILMN_2317543	17	71264667-71264716	Homo sapiens integrin, beta 4 (ITGB4), transcript variant 3, mRNA.
NM_153236.3	168537	GIMAP7	ILMN_2133316	7	149848615-149848664	Homo sapiens GTPase, IMAP family member 7 (GIMAP7), mRNA.
NM_033397.2	85450	ITPRIP	ILMN_1805192	10	106072522-106072571	Homo sapiens inositol 1,4,5-triphosphate receptor interacting protein (ITPRIP), mRNA.
NM_015350.1	23507	LRRC8B	ILMN_1712128	1	89831742-89831791	Homo sapiens leucine rich repeat containing 8 family, member B (LRRC8B), mRNA.
NM_033059.2	85282	KRTAP4-11	ILMN_2079059	17	10072-10121	Homo sapiens keratin associated protein 4-11 (KRTAP4-11), mRNA.
NM_173699.2	286514	MAGEB18	ILMN_1718448	X	26068276-26068325	Homo sapiens melanoma antigen family B, 18 (MAGEB18), mRNA.
NM_014963.2	22904	SBNO2	ILMN_1808811	19	1107977-1108026	Homo sapiens strawberry notch homolog 2 (Drosophila) (SBNO2), transcript variant 1, mRNA.
NM_176810.2	126204	NLRP13	ILMN_1739386	19	61101962-61102011	Homo sapiens NLR family, pyrin domain containing 13 (NLRP13), mRNA.
NM_001007546.2	440865	FLJ46838	ILMN_1770385	2	48612276-48612325	Homo sapiens FLJ46838 protein (FLJ46838), mRNA.
NM_212469.1	1119	CHKA	ILMN_1691151	11	67820574-67820623	Homo sapiens choline kinase alpha (CHKA), transcript variant 2, mRNA.
NM_212469.1	1119	CHKA	ILMN_1658504	11	67820495-67820544	Homo sapiens choline kinase alpha (CHKA), transcript variant 2, mRNA.
NM_001040280.1	9308	CD83	ILMN_1780582	6	14136583-14136632	Homo sapiens CD83 molecule (CD83), transcript variant 2, mRNA.
NR_002827.1	440362	HERC2P4	ILMN_2058327	16	32163185-32163234	Homo sapiens hect domain and RLD 2 pseudogene 4 (HERC2P4), non-coding RNA.
NR_002827.1	440362	HERC2P4	ILMN_1665136	16	32163513-32163562	Homo sapiens hect domain and RLD 2 pseudogene 4 (HERC2P4), non-coding RNA.
NM_080659.1	91894	C11orf52	ILMN_2050790	11	111302388-111302437	Homo sapiens chromosome 11 open reading frame 52 (C11orf52), mRNA.
NM_001025202.2	442582	STAG3L2	ILMN_1791375	7	74299439-74299488	Homo sapiens stromal antigen 3-like 2 (STAG3L2), mRNA.
NM_032447.3	84467	FBN3	ILMN_1719755	19	8130331-8130380	Homo sapiens fibrillin 3 (FBN3), mRNA.
NM_018398.2	55799	CACNA2D3	ILMN_1754076	3	54888474-54888478:54889863-54889907	Homo sapiens calcium channel, voltage-dependent, alpha 2/delta subunit 3 (CACNA2D3), mRNA.
NM_005872.2	10286	BCAS2	ILMN_2148452	1	115110606-115110655	Homo sapiens breast carcinoma amplified sequence 2 (BCAS2), mRNA.
NM_001331.1	1500	CTNND1	ILMN_2293511	11	57320607-57320656	Homo sapiens catenin (cadherin-associated protein), delta 1 (CTNND1), mRNA. XM_943109 XM_943117 XM_943122 XM_943129 XM_943138 XM_943153 XM_943157
NM_001760.2	896	CCND3	ILMN_1668721	6	42010712-42010761	Homo sapiens cyclin D3 (CCND3), mRNA.
NM_018460.2	55843	ARHGAP15	ILMN_2208413	2	144242060-144242109	Homo sapiens Rho GTPase activating protein 15 (ARHGAP15), mRNA.
NM_198896.1	5870	RAB6A	ILMN_2377862	11	73387310-73387359	Homo sapiens RAB6A, member RAS oncogene family (RAB6A), transcript variant 2, mRNA.
NR_002605.1	10301	DLEU1	ILMN_2043918	13	49576975-49577024	Homo sapiens deleted in lymphocytic leukemia 1 (non-protein coding) (DLEU1), non-coding RNA.
NR_002605.1	10301	DLEU1	ILMN_1681641	13	49577094-49577143	Homo sapiens deleted in lymphocytic leukemia 1 (non-protein coding) (DLEU1), non-coding RNA.
NM_004843.2	9466	IL27RA	ILMN_1688152	19	14024744-14024793	Homo sapiens interleukin 27 receptor, alpha (IL27RA), mRNA.
NR_002211.1	4213	MEIS3P1	ILMN_2205896	17	15633418-15633467	Homo sapiens Meis homeobox 3 pseudogene 1 (MEIS3P1), non-coding RNA.
NM_207309.1	91373	UAP1L1	ILMN_1653712	9	139098360-139098409	Homo sapiens UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 (UAP1L1), mRNA.
NM_003008.2	6407	SEMG2	ILMN_2169783	20	43286369-43286418	Homo sapiens semenogelin II (SEMG2), mRNA.
NM_005765.2	10159	ATP6AP2	ILMN_1677440	X	40350501-40350550	Homo sapiens ATPase, H+ transporting, lysosomal accessory protein 2 (ATP6AP2), mRNA.
NM_024046.3	79012	CAMKV	ILMN_1667381	3	49895467-49895516	Homo sapiens CaM kinase-like vesicle-associated (CAMKV), mRNA.
NM_002311.3	3980	LIG3	ILMN_1694582	17	30354165-30354180:30354181-30354214	Homo sapiens ligase III, DNA, ATP-dependent (LIG3), nuclear gene encoding mitochondrial protein, transcript variant beta, mRNA.
NM_002311.3	3980	LIG3	ILMN_2373335	17	30353808-30353857	Homo sapiens ligase III, DNA, ATP-dependent (LIG3), nuclear gene encoding mitochondrial protein, transcript variant beta, mRNA.
NM_015428.1	25888	ZNF473	ILMN_1740339	19	50534176-50534225	Homo sapiens zinc finger protein 473 (ZNF473), transcript variant 1, mRNA.
NM_080654.2	91057	CCDC34	ILMN_1803490	11	27370470-27370519	Homo sapiens coiled-coil domain containing 34 (CCDC34), transcript variant 2, mRNA.
NM_016087.2	51384	WNT16	ILMN_1679215	7	120752716-120752765	Homo sapiens wingless-type MMTV integration site family, member 16 (WNT16), transcript variant 2, mRNA.
NM_001802.1	1039	CDR2	ILMN_1720270	16	22357429-22357478	Homo sapiens cerebellar degeneration-related protein 2, 62kDa (CDR2), mRNA.
NM_180981.1	122704	MRPL52	ILMN_1713966	14	22373979-22374028	Homo sapiens mitochondrial ribosomal protein L52 (MRPL52), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.
NR_001442.2	80307	FER1L4	ILMN_2206722	20	33610027-33610076	Homo sapiens fer-1-like 4 (C. elegans) (FER1L4) on chromosome 20.
NM_007114.2	7110	TMF1	ILMN_1661142	3	69157885-69157934	Homo sapiens TATA element modulatory factor 1 (TMF1), mRNA.
NM_173505.2	147463	ANKRD29	ILMN_2075643	18	21180277-21180326	Homo sapiens ankyrin repeat domain 29 (ANKRD29), mRNA.
NM_003466.3	7849	PAX8	ILMN_1656563	2	113993083-113993132	Homo sapiens paired box 8 (PAX8), transcript variant PAX8A, mRNA.
NM_003466.3	7849	PAX8	ILMN_1708534	2	113975186-113975235	Homo sapiens paired box 8 (PAX8), transcript variant PAX8A, mRNA.
NM_004398.2	1662	DDX10	ILMN_1753249	11	108316549-108316598	Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 (DDX10), mRNA.
NM_003326.2	7292	TNFSF4	ILMN_2089875	1	171419727-171419776	Homo sapiens tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa) (TNFSF4), mRNA.
NM_152301.3	114932	MRFAP1L1	ILMN_1764827	4	6761786-6761835	Homo sapiens Morf4 family associated protein 1-like 1 (MRFAP1L1), transcript variant 1, mRNA.
NM_004581.3	5875	RABGGTA	ILMN_1770329	14	24740430-24740479	Homo sapiens Rab geranylgeranyltransferase, alpha subunit (RABGGTA), transcript variant 2, mRNA.
NM_017955.2	55038	CDCA4	ILMN_1753183	14	104548275-104548324	Homo sapiens cell division cycle associated 4 (CDCA4), transcript variant 13, mRNA.
NM_001001953.1	219870	OR10G9	ILMN_1732251	11	123399682-123399731	Homo sapiens olfactory receptor, family 10, subfamily G, member 9 (OR10G9), mRNA.
NM_003551.2	8382	NME5	ILMN_1784783	5	137478823-137478872	Homo sapiens non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase) (NME5), mRNA.
NM_003173.2	6839	SUV39H1	ILMN_1781479	X	48452264-48452313	Homo sapiens suppressor of variegation 3-9 homolog 1 (Drosophila) (SUV39H1), mRNA.
NM_018155.1	55186	SLC25A36	ILMN_1766528	3	142178686-142178735	Homo sapiens solute carrier family 25, member 36 (SLC25A36), mRNA.
NM_199160.2	26468	LHX6	ILMN_1715189	9	124965106-124965155	Homo sapiens LIM homeobox 6 (LHX6), transcript variant 2, mRNA.
NM_032559.3	84643	KIF2B	ILMN_2135537	17	49257391-49257415:49257416-49257440	Homo sapiens kinesin family member 2B (KIF2B), mRNA.
NM_025211.2	80318	GKAP1	ILMN_1736972	9	85544434-85544479:85546687-85546690	Homo sapiens G kinase anchoring protein 1 (GKAP1), mRNA.
NM_144657.3	139324	HDX	ILMN_1801891	X	83610214-83610263	Homo sapiens highly divergent homeobox (HDX), mRNA.
NM_003068.3	6591	SNAI2	ILMN_2082585	8	49993471-49993520	Homo sapiens snail homolog 2 (Drosophila) (SNAI2), mRNA.
NM_003929.1	8934	RAB7L1	ILMN_1813685	1	204004997-204005046	Homo sapiens RAB7, member RAS oncogene family-like 1 (RAB7L1), mRNA.
NM_012365.1	393046	OR2A5	ILMN_1732024	7	143378852-143378901	Homo sapiens olfactory receptor, family 2, subfamily A, member 5 (OR2A5), mRNA.
NM_003891.1	8858	PROZ	ILMN_1664565	13	112874347-112874396	Homo sapiens protein Z, vitamin K-dependent plasma glycoprotein (PROZ), mRNA.
NM_001002246.1	51529	ANAPC11	ILMN_1722102	17	77451214-77451233:77451234-77451263	Homo sapiens anaphase promoting complex subunit 11 (ANAPC11), transcript variant 4, mRNA.
NM_001002246.1	51529	ANAPC11	ILMN_2343563	17	77451428-77451477	Homo sapiens anaphase promoting complex subunit 11 (ANAPC11), transcript variant 4, mRNA.
NM_001014797.1	3778	KCNMA1	ILMN_1740508	10	78299739-78299788	Homo sapiens potassium large conductance calcium-activated channel, subfamily M, alpha member 1 (KCNMA1), transcript variant 1, mRNA.
NM_203339.1	1191	CLU	ILMN_1798298	8	27524608-27524657	Homo sapiens clusterin (CLU), transcript variant 2, mRNA.
NM_031949.4	83887	TTLL2	ILMN_2201905	6	167675213-167675262	Homo sapiens tubulin tyrosine ligase-like family, member 2 (TTLL2), mRNA.
NM_145735.1	8874	ARHGEF7	ILMN_2235679	13	110745154-110745203	Homo sapiens Rho guanine nucleotide exchange factor (GEF) 7 (ARHGEF7), transcript variant 2, mRNA.
NM_001031618.1	441273	MGC119295	ILMN_2144654	7	101988251-101988300	Homo sapiens similar to Williams-Beuren syndrome critical region protein 19 (MGC119295), mRNA.
NM_005335.3	3059	HCLS1	ILMN_1727402	3	122833112-122833161	Homo sapiens hematopoietic cell-specific Lyn substrate 1 (HCLS1), mRNA.
NM_002726.3	5550	PREP	ILMN_1751887	6	105832935-105832984	Homo sapiens prolyl endopeptidase (PREP), mRNA.
NM_003696.2	8590	OR6A2	ILMN_1686244	11	6816005-6816054	Homo sapiens olfactory receptor, family 6, subfamily A, member 2 (OR6A2), mRNA.
NM_015356.3	23513	SCRIB	ILMN_2324029	8	144946740-144946789	Homo sapiens scribbled homolog (Drosophila) (SCRIB), transcript variant 2, mRNA.
NM_015356.3	23513	SCRIB	ILMN_1726516	8	144945130-144945179	Homo sapiens scribbled homolog (Drosophila) (SCRIB), transcript variant 2, mRNA.
NM_022127.1	64078	SLC28A3	ILMN_1741014	9	86894259-86894300:86894890-86894897	Homo sapiens solute carrier family 28 (sodium-coupled nucleoside transporter), member 3 (SLC28A3), mRNA.
NM_022171.2	6988	TCTA	ILMN_1700001	3	49428620-49428669	Homo sapiens T-cell leukemia translocation altered gene (TCTA), mRNA.
XM_001134410.1	201625	DNHD2	ILMN_1801341			PREDICTED: Homo sapiens dynein heavy chain domain 2 (DNHD2), mRNA.
NM_005497.3	10052	GJC1	ILMN_2397484	17	42876298-42876347	Homo sapiens gap junction protein, gamma 1, 45kDa (GJC1), transcript variant 1, mRNA.
NM_014657.1	9675	KIAA0406	ILMN_1741398	20	36611736-36611785	Homo sapiens KIAA0406 (KIAA0406), mRNA.
NM_001025247.1	27097	TAF5L	ILMN_1797056	1	229735311-229735360	Homo sapiens TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa (TAF5L), transcript variant 2, mRNA.
NM_006627.1	10775	POP4	ILMN_1696383	19	34798131-34798180	Homo sapiens processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae) (POP4), mRNA.
NM_015089.2	23113	CUL9	ILMN_1806010	6	43192024-43192073	Homo sapiens cullin 9 (CUL9), mRNA.
NM_006225.2	5333	PLCD1	ILMN_1769394	3	38024300-38024349	Homo sapiens phospholipase C, delta 1 (PLCD1), mRNA.
NM_006807.3	10951	CBX1	ILMN_1770244	17	43502841-43502890	Homo sapiens chromobox homolog 1 (HP1 beta homolog Drosophila ) (CBX1), mRNA.
NM_021823.3	60490	PPCDC	ILMN_1704941	15	73129860-73129909	Homo sapiens phosphopantothenoylcysteine decarboxylase (PPCDC), mRNA.
NM_176890.1	259296	TAS2R50	ILMN_1802731	12	11030257-11030306	Homo sapiens taste receptor, type 2, member 50 (TAS2R50), mRNA.
NM_181689.1	4826	NNAT	ILMN_1691413	20	35585280-35585329	Homo sapiens neuronatin (NNAT), transcript variant 2, mRNA.
NM_173596.1	283375	SLC39A5	ILMN_1794951	12	54917823-54917872	Homo sapiens solute carrier family 39 (metal ion transporter), member 5 (SLC39A5), mRNA.
NM_015560.1	4976	OPA1	ILMN_2322458	3	194897312-194897361	Homo sapiens optic atrophy 1 (autosomal dominant) (OPA1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.
NM_015560.1	4976	OPA1	ILMN_1729775	3	194897557-194897606	Homo sapiens optic atrophy 1 (autosomal dominant) (OPA1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.
NM_001012642.1	196996	GRAMD2	ILMN_1661443	15	70239566-70239615	Homo sapiens GRAM domain containing 2 (GRAMD2), mRNA.
NM_001119.3	118	ADD1	ILMN_2356786	4	2900005-2900048:2899911-2899916	Homo sapiens adducin 1 (alpha) (ADD1), transcript variant 1, mRNA.
NM_172313.1	1441	CSF3R	ILMN_2371280	1	36931718-36931767	Homo sapiens colony stimulating factor 3 receptor (granulocyte) (CSF3R), transcript variant 4, mRNA.
NM_005019.3	5136	PDE1A	ILMN_1805564	2	183007680-183007729	Homo sapiens phosphodiesterase 1A, calmodulin-dependent (PDE1A), transcript variant 1, mRNA.
NM_014061.3	28986	MAGEH1	ILMN_2078226	X	55479551-55479600	Homo sapiens melanoma antigen family H, 1 (MAGEH1), mRNA.
NM_018319.3	55775	TDP1	ILMN_1726520	14	89580716-89580765	Homo sapiens tyrosyl-DNA phosphodiesterase 1 (TDP1), transcript variant 1, mRNA.
NM_000274.1	4942	OAT	ILMN_2068747	10	126076414-126076463	Homo sapiens ornithine aminotransferase (gyrate atrophy) (OAT), nuclear gene encoding mitochondrial protein, mRNA.
XM_001132864.1	9026	HIP1R	ILMN_1757910			PREDICTED: Homo sapiens huntingtin interacting protein 1 related (HIP1R), mRNA.
NM_178161.2	256297	PTF1A	ILMN_1654415	10	23482751-23482800	Homo sapiens pancreas specific transcription factor, 1a (PTF1A), mRNA.
NM_007282.4	11342	RNF13	ILMN_1719867	3	149531723-149531772	Homo sapiens ring finger protein 13 (RNF13), transcript variant 1, mRNA.
NM_199326.1	28227	PPP2R3B	ILMN_1752032	Y	302142-302191	Homo sapiens protein phosphatase 2 (formerly 2A), regulatory subunit B'', beta (PPP2R3B), transcript variant 2, mRNA.
NM_194281.3	125476	INO80C	ILMN_1730294	18	33048627-33048676	Homo sapiens INO80 complex subunit C (INO80C), transcript variant 2, mRNA.
NR_002226.1	27160	INGX	ILMN_2196287	X	70628683-70628732	Homo sapiens inhibitor of growth family, X-linked, pseudogene (INGX), non-coding RNA.
NM_203372.1	2181	ACSL3	ILMN_2360705	2	223514813-223514862	Homo sapiens acyl-CoA synthetase long-chain family member 3 (ACSL3), transcript variant 2, mRNA.
NM_015461.1	25925	ZNF521	ILMN_2225548	18	20895907-20895956	Homo sapiens zinc finger protein 521 (ZNF521), mRNA.
NM_016235.1	51704	GPRC5B	ILMN_1786034	16	19870339-19870388	Homo sapiens G protein-coupled receptor, family C, group 5, member B (GPRC5B), mRNA.
NM_005320.2	3007	HIST1H1D	ILMN_1749789	6	26342486-26342535	Homo sapiens histone cluster 1, H1d (HIST1H1D), mRNA.
NM_181425.1	2395	FXN	ILMN_2342515	9	70877984-70878033	Homo sapiens frataxin (FXN), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.
NM_020639.2	54101	RIPK4	ILMN_1680018	21	43159915-43159964	Homo sapiens receptor-interacting serine-threonine kinase 4 (RIPK4), mRNA.
NM_173802.2	254013	C12orf72	ILMN_1754410	12	31712742-31712791	Homo sapiens chromosome 12 open reading frame 72 (C12orf72), mRNA.
NM_019075.2	54575	UGT1A10	ILMN_1740233	2	234210463-234210512	Homo sapiens UDP glucuronosyltransferase 1 family, polypeptide A10 (UGT1A10), mRNA.
NM_000984.5	6147	RPL23A	ILMN_1788607	17	24075261-24075310	Homo sapiens ribosomal protein L23a (RPL23A), mRNA.
NM_007122.3	7391	USF1	ILMN_2353240	1	161009548-161009597	Homo sapiens upstream transcription factor 1 (USF1), transcript variant 1, mRNA.
NM_001001330.1	221035	REEP3	ILMN_1722642	10	65051606-65051655	Homo sapiens receptor accessory protein 3 (REEP3), mRNA.
NM_016647.2	51337	C8orf55	ILMN_1777740	8	143814569-143814618	Homo sapiens chromosome 8 open reading frame 55 (C8orf55), mRNA.
NM_032230.1	84190	C12orf26	ILMN_1745497	12	81396851-81396900	Homo sapiens chromosome 12 open reading frame 26 (C12orf26), mRNA.
NM_139346.1	274	BIN1	ILMN_1674160	2	127805846-127805895	Homo sapiens bridging integrator 1 (BIN1), transcript variant 4, mRNA.
NM_006362.4	10482	NXF1	ILMN_2358652	11	62559917-62559947:62559948-62559966	Homo sapiens nuclear RNA export factor 1 (NXF1), transcript variant 1, mRNA.
NM_178499.2	160777	CCDC60	ILMN_1722446	12	118462957-118463006	Homo sapiens coiled-coil domain containing 60 (CCDC60), mRNA.
NM_014913.2	22850	ADNP2	ILMN_2080751	18	75998884-75998933	Homo sapiens ADNP homeobox 2 (ADNP2), mRNA.
