GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
14	rs814573	19	45422946	rs4420638	2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	NR	2E-164	163.69897000433602				NR [2501543] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	NR	1E-283	283.0				NR [2501749] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or total cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 100,184 individuals (total cholesterol)	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	NR	4E-249	248.39794000867204				NR [2501549] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or triglyceride levels (pleiotropy)	65,000 individuals (C-reactive protein), 96,598 individuals (triglycerides)	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	NR	2E-171	170.69897000433602				NR [25015711] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related disease endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	19q13.32	NR	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	2E-25	24.69897000433602				Affymetrix [NR]	N
14	rs814573	19	45422946	rs4420638	2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	19q13.32	NR	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	1E-22	22.0				Affymetrix [NR]	N
14	rs814573	19	45422946	rs4420638	2017-05-15	28046027	Kim T	2017-01-03	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28046027	Genome-Wide Association Study Reveals Four Loci for Lipid Ratios in the Korean Population and the Constitutional Subgroup.	LDL cholesterol to HDL cholesterol ratio	5,292 Korean ancestry individuals	2,567 Korean ancestry individuals	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1	NR	8E-11	10.096910013008056		0.1525	[0.11-0.2] unit increase	Affymetrix [310746]	N
14	rs814573	19	45422946	rs4420638	2017-06-26	28334899	Spracklen CN	2017-02-21	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28334899	Association analyses of East Asian individuals and trans-ancestry analyses with European individuals reveal new loci associated with cholesterol and triglyceride levels.	HDL cholesterol levels	25,169 East Asian ancestry individuals	45,953 East Asian ancestry individuals	19q13.32	APOE, APOC1, APOC2	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.89	5E-12	11.301029995663981	(BMI unadjusted)	0.109	[0.078-0.14] unit increase	Affymetrix, Illumina [~ 2400000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-06-26	28334899	Spracklen CN	2017-02-21	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28334899	Association analyses of East Asian individuals and trans-ancestry analyses with European individuals reveal new loci associated with cholesterol and triglyceride levels.	HDL cholesterol levels	34,930 East Asian ancestry individuals, 187,167 European ancestry individuals	8,741 Chinese ancestry individuals	19q13.32	APOE, APOC1, APOC2	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.814	6E-34	33.221848749616356	(Trans-ethnic initial)	0.0669	[0.054-0.08] unit increase (EA Beta values)	Affymetrix, Illumina [~ 1900000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-06-26	28334899	Spracklen CN	2017-02-21	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28334899	Association analyses of East Asian individuals and trans-ancestry analyses with European individuals reveal new loci associated with cholesterol and triglyceride levels.	HDL cholesterol levels	34,930 East Asian ancestry individuals, 187,167 European ancestry individuals	8,741 Chinese ancestry individuals	19q13.32	APOE, APOC1, APOC2	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.88	9E-17	16.045757490560675	(Asian initial, BMI unadjusted)	0.11	[0.085-0.135] unit increase	Affymetrix, Illumina [~ 1900000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-07-18	28240269	Suhre K	2017-02-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28240269	Connecting genetic risk to disease end points through the human blood plasma proteome.	Blood protein levels	997 European ancestry individuals	338 Arab, South Asian and Filipino ancestry individuals	19q13.32	APOC1, CTB-129P6.7	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.1730382	2E-13	12.698970004336019	(EA, Apolipoprotein E (isoform E2))	0.4193	[0.31-0.53] unit increase	Affymetrix [509946]	N
14	rs814573	19	45422946	rs4420638	2017-07-18	28240269	Suhre K	2017-02-27	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28240269	Connecting genetic risk to disease end points through the human blood plasma proteome.	Blood protein levels	997 European ancestry individuals	338 Arab, South Asian and Filipino ancestry individuals	19q13.32	APOC1, CTB-129P6.7	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.1730382	3E-14	13.522878745280337	(EA, Small nuclear ribonucleoprotein F)	0.4345	[0.32-0.54] unit decrease	Affymetrix [509946]	N
14	rs814573	19	45422946	rs4420638	2017-08-10	28641921	Li J	2017-05-15	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/28641921	Genome-wide association and interaction studies of CSF T-tau/Aβ42 ratio in ADNI cohort.	Cerebrospinal fluid AB1-42 levels	113 European ancestry Alzheimer's disease cases, 207 European ancestry individuals with late mild cognitive impairment, 239 European ancestry individuals with early mild cognitive impairment, 85 European ancestry individuals with significant memory concern, 199 European ancestry controls.	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1		6E-42	41.221848749616356				Illumina [563980]	N
14	rs814573	19	45422946	rs4420638	2017-08-10	28641921	Li J	2017-05-15	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/28641921	Genome-wide association and interaction studies of CSF T-tau/Aβ42 ratio in ADNI cohort.	Cerebrospinal fluid t-tau levels	113 European ancestry Alzheimer's disease cases, 207 European ancestry individuals with late mild cognitive impairment, 239 European ancestry individuals with early mild cognitive impairment, 85 European ancestry individuals with significant memory concern, 199 European ancestry controls.	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1		2E-13	12.698970004336019				Illumina [563980]	N
14	rs814573	19	45422946	rs4420638	2017-08-10	28641921	Li J	2017-05-15	Neurobiol Aging	www.ncbi.nlm.nih.gov/pubmed/28641921	Genome-wide association and interaction studies of CSF T-tau/Aβ42 ratio in ADNI cohort.	Cerebrospinal fluid t-tau:AB1-42 ratio	113 European ancestry Alzheimer's disease cases, 207 European ancestry individuals with late mild cognitive impairment, 239 European ancestry individuals with early mild cognitive impairment, 85 European ancestry individuals with significant memory concern, 199 European ancestry controls.	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1		4E-27	26.397940008672037				Illumina [563980]	N
14	rs814573	19	45422946	rs4420638	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Plateletcrit	164,339 European ancestry individuals	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.1883	4E-16	15.397940008672037		0.03814463	[0.029-0.047] unit decrease	Affymetrix [~ 2500000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-10-20	28869590	Zhao W	2017-09-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28869590	Identification of new susceptibility loci for type 2 diabetes and shared etiological pathways with coronary heart disease.	Type 2 diabetes	6,353 South Asian ancestry cases, 7,179 South Asian ancestry controls, 3,871 European ancestry cases, 16,427 European ancestry controls, 34,840 cases, 114,981 controls	7,888 South Asian ancestry cases, 20,679 South Asian ancestry controls, 387 European ancestry cases, 2,092 European ancestry controls, 19,998 East Asian ancestry cases, 30,983 East Asian ancestry controls	19q13.32	APOE, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.1978	2E-7	6.698970004336019	(EA)	0.1028	[0.064-0.142] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-10-20	28869590	Zhao W	2017-09-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28869590	Identification of new susceptibility loci for type 2 diabetes and shared etiological pathways with coronary heart disease.	Type 2 diabetes	6,353 South Asian ancestry cases, 7,179 South Asian ancestry controls, 3,871 European ancestry cases, 16,427 European ancestry controls, 34,840 cases, 114,981 controls	7,888 South Asian ancestry cases, 20,679 South Asian ancestry controls, 387 European ancestry cases, 2,092 European ancestry controls, 19,998 East Asian ancestry cases, 30,983 East Asian ancestry controls	19q13.32	APOE, APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.1978	9E-8	7.045757490560675		0.077	[0.05-0.104] unit decrease	Affymetrix, Illumina [NR] (imputed)	N
14	rs814573	19	45422946	rs4420638	2017-11-01	17463246	Saxena R	2007-04-26	Science	www.ncbi.nlm.nih.gov/pubmed/17463246	Genome-wide association analysis identifies loci for type 2 diabetes and triglyceride levels.	LDL cholesterol levels	2,601 European ancestry type 2 diabetes cases and controls	NA	19q13.32	APOE	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	0.22	3E-13	12.522878745280337		2.1	(% variance) increase	Affymetrix [389878]	N
14	rs814573	19	45422946	rs4420638	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index	up to 309,889 European ancestry individuals	NA	19q13.32	APOC1, ZNF229, IGSF23, BCL3, PVRL2, CLPTM1, GEMIN7, EXOC3L2, KLC3, ZNF180, PVR, CBLC, TOMM40, RELB, PPP1R37, MARK4, ERCC1, CEACAM20, MIR4531, BCAM, APOE, CLASRP, BLOC1S3, CKM, CEACAM22P	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.82	1E-6	6.0				Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index (age>50)	up to 90,988 European ancestry men, up to 106,622 European ancestry women	NA	19q13.32	APOC1, ZNF229, IGSF23, BCL3, PVRL2, CLPTM1, GEMIN7, EXOC3L2, KLC3, ZNF180, PVR, CBLC, TOMM40, RELB, PPP1R37, MARK4, ERCC1, CEACAM20, MIR4531, BCAM, APOE, CLASRP, BLOC1S3, CKM, CEACAM22P	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.82	9E-12	11.045757490560675		0.04	unit increase	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index x age interaction	up to 112,279 European ancestry individuals aged <50, up to 197,610 European ancestry individuals aged >50	NA	19q13.32	APOC1, ZNF229, IGSF23, BCL3, PVRL2, CLPTM1, GEMIN7, EXOC3L2, KLC3, ZNF180, PVR, CBLC, TOMM40, RELB, PPP1R37, MARK4, ERCC1, CEACAM20, MIR4531, BCAM, APOE, CLASRP, BLOC1S3, CKM, CEACAM22P	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.82	2E-7	6.698970004336019				Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index x sex x age interaction (4df test)	up to 51,625 European ancestry men aged <50, up to 60,654 European ancestry women aged <50, up to 90,988 European ancestry men aged >50, up to 106,622 European ancestry women aged >50	NA	19q13.32	APOC1, ZNF229, IGSF23, BCL3, PVRL2, CLPTM1, GEMIN7, EXOC3L2, KLC3, ZNF180, PVR, CBLC, TOMM40, RELB, PPP1R37, MARK4, ERCC1, CEACAM20, MIR4531, BCAM, APOE, CLASRP, BLOC1S3, CKM, CEACAM22P	APOC1 - APOC1P1	341	342		340	7114	rs4420638-A	rs4420638	0	4420638	intergenic_variant	1	0.82	2E-10	9.698970004336019				Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
14	rs814573	19	45422946	rs4420638	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid AB1-42 levels	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1		1E-20	20.0		274.6386	[NR] unit increase	Illumina [575353]	N
14	rs814573	19	45422946	rs4420638	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid p-Tau181p:AB1-42 ratio	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1		3E-27	26.522878745280337		0.01336468	[NR] unit decrease	Illumina [575353]	N
14	rs814573	19	45422946	rs4420638	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cerebrospinal fluid t-tau:AB1-42 ratio	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1		7E-29	28.154901959985743		0.1276141	[NR] unit decrease	Illumina [575353]	N
14	rs814573	19	45422946	rs4420638	2018-12-06	30319691	Liu C	2018-09-24	Front Genet	www.ncbi.nlm.nih.gov/pubmed/30319691	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Cognitive impairment test score	235 early mild cognitive impairment cases, 249 late mild cognitive impairment cases, 47 Alzheimer's disease cases, 281 controls.	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-?	rs4420638	0	4420638	intergenic_variant	1		3E-11	10.522878745280337		2.768712	[NR] unit decrease	Illumina [575353]	N
14	rs814573	19	45422946	rs4420638	2018-12-17	28957414	Pilling LC	2017-09-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28957414	Red blood cell distribution width: Genetic evidence for aging pathways in 116,666 volunteers.	Red cell distribution width	116,666 British ancestry individuals	NA	19q13.32	APOC1	APOC1 - APOC1P1	341	342		340	7114	rs4420638-G	rs4420638	0	4420638	intergenic_variant	1	NR	2E-25	24.69897000433602		0.0512579	[0.041-0.061] unit decrease	Affymetrix [16832071] (imputed)	N
14	rs144311893	19	45423944	rs144311893	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.32	NR	APOC1 - APOC1P1	341	342		1338	6116	rs144311893-?	rs144311893	0	144311893	intergenic_variant	1	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs814573	19	45424351	rs814573	2018-07-05	29875488	Sun BB	2018-06-06	Nature	www.ncbi.nlm.nih.gov/pubmed/29875488	Genomic atlas of the human plasma proteome.	Blood protein levels	3,301 European ancestry individuals	NA	19q13.32	APOE	APOC1 - APOC1P1	341	342		1745	5709	rs814573-T	rs814573	0	814573	intergenic_variant	1	0.198	1E-11	11.0	(C-reactive protein, CRP.4337.49.2)	0.21	[0.15-0.27] unit decrease	Affymetrix [10572788] (imputed)	N
